　どこで	生れたか
大丈夫です、	襲撃したって
新婚学士ほど	あって
探偵を	使う
一つと	見えたる
奴に	つかまったら
生涯	たたるよ、
手並は	知りつらん
それにも	懲りず
「探偵と	云えば
せいでしょう」と	答える
「芸術趣味を	解しないからでしょう」と
「人間に	生えて、
主人は	始めた
「それは	考えた事だ
解釈に	よると
自覚心と	名づけるのは
君に	して
「勝手に	云うがいい、
「ところが	ある
大に	ある
刑事巡査を	神のごとく敬い、また
自説が	変らないのは
下愚は	移らずと
探偵も	くると
「探偵でないから、	云うのだよ
あとを	拝聴しよう」
自覚心と	云うのは
ものは	鋭敏になって行くから、
ヘンレーと	云う
おれが	至る
従容とか	云う
探偵は	出来ん
泥棒も	捕まるか、
人は	考えつづけだから、
二六時中キョトキョト、	コソコソして
解釈だ」と	云い出した
問題に	なると
説明は	得ている
己れを	忘れろと
人は	教えるから
二六時中	云う
天下に	云って
人は	かいている
ナイスなどと	自慢する
天子が	行って、
「僕は	聞いた」と
英国の	ある
御馳走が	済んで
聯隊長が	祝すと
そこで	並みいる
噺も	あるよ」と
「カーライルが	始めて
後ろに	立っていた
事なら、	知れませんよ」と
独仙君は	進行する
「自覚心が	あるだけ
文明が	進むに従って
おだやかに	なれる
相撲が	組んで
至極だが	打っているじゃないか」
「喧嘩も	圧迫するのだから
言葉に	従って始めて
力を	利用して
力に	逆らわないで
貧時には	縛せられ、
才人は	斃れ、
「ひやひや」と	たたくと、
金田のようなのは	斃れるだろう」
「女房は	斃れ、
娘は	見た
卒塔婆小町のように	なるかも知れない」
新体詩を	捧げただけに
応無所住而生其心と	云うのは
君などは	知れないぜ」
勢で	進んで
「遠慮は	いらないから
いやだ」と	張る
時には	生れる
「金を	借りる
金を	返す
「君のように	云うと
禅語に	云うのが
標本と	云う
死ぬのを	するようになったのは
どこから	見ても
独仙が	やっていると、
金を	返さずに
問題は	ありませんよ
ものは	返さなくちゃなりませんよ」
議論だから、	聞くが
金を	返さずに
錬金術は	失敗した
人間は	分明になった」
議論だから、	聞いていろ
事が	分明になった
自殺クラブは	有している」
事が	出来なければ
死を	する
厭だから	するのではない、
ものは	殺してくれる
一と	ある
死に方に	付いて
趨勢は	増加して、
事に	なりますね」
アーサー・ジョーンスと	云う
事に	しないのだがね
今から	立てば
後には	考えられるようになる」
事に	なりますね」
自殺も	積んで
「妙ですな、	出たいくらいの
迷亭先生御聞きに	なりましたか
時分に	なると
諸君公徳などと	云う
青年として	注意すべき
好むところはこれを人に	こして
ものは	ござるのが
昔と	違って
技術によって、	なるのであります
講義を	しますね」
事が	あるよ
現代では	している
時分に	なると
大事だから	保護するんだが、
気の	利いた
人間は	しておくのだね
なにただ、	取計ってくれるのさ
死骸は	あるくのさ
事が	出来てくる
冗談は	ありませんね」と
独仙君は	弁じ出した
「冗談と	云えば
真理に	徹底しない
「燕雀焉んぞ	知らんやですね」と
「昔し	云う
「今でも	ありゃしないか」
問題は	やる……」
「冬も	やるんですか」
「その辺は	知らんが、
遠くから	見ている
遠くから	見ていると
新体詩に	なりますね
所ですか」と	乗り出してくる
ものが、	出来ず、
趣向だい」と	聞いた
鐘つき番に	使って、
ものだから、	飛び込んだ
飛び込みは	した
日が	かんかんしやしないか」
上を	見ると
事も	出来ない
大に	赤面したそうだ」
人間は	迷わされて、
習慣に	迷わされの
この間	ある
僕が	開くと
店頭に	並べておく
贋物じゃない、	並べておく
上等品だから	きまってる
そこへ	来て、
六百円と	云うと、
主人は	云う
僕が	構いませんから、
客は	行かないからと
それじゃ	いただきましょう、
何なら	構いませんと
間に	あって、
百科全書	見たようですね」
詐偽に	取りかかるのだぜ
六百円なら	なると
かいと	思うか、
短かくも	あり、
間	払うのだから、
そこが	なる
六十二回にも	払う
六十三回、	払わなくては
利口のようだが、	ある
弱点に	乗じて
寒月君が	笑うと、
事は	あるよ
僕は	ある」と
人が	いるから
先刻	述べた
青年諸君は、	だまされないようにしなくっちゃいけない」
月賦は	致します」
参考に	なる
迷亭君が、	結婚したのが
「謝罪は	あずかりたいですね
向うが	あやまるなら
「警察が	あやまれと
御免	蒙ります」
御免	蒙ります」
「それ	見た
今とは	変ってる
御威光なら	出来た
御威光でも	出来ない
閣下でも、	出来ない
先方に	あれば
世は	しと
変遷と	云う
知己が	出てくると
御説のごとく	きたり、
目下	達観して、
驚ろくな	かれ、
前	申す
一家を	代表し、
それが	変ると、
人が	逢えばうぬが
個人が	強くなった
個人が	強くなったから、
人が	害する
人から	犯されまいと、
間に	なくなって、
自分を	張りつめて、
方法で	求める
かくのごとく	苦しんで、
日本でも	見給え
一家一門ことごとく	ごろごろしている
主張しないから、	済むのだが
欧洲は	行われている
ものが	あっても、
親が	認めて
風は	是非輸入しなければならん
親類は	離れ、
訳だから、	なる
考では	いるから
それが	了見違いさ
充分なるだけ	合わなければならないだろう
異体同心とか	云って、
それだから	号して、
今は	行かないやね
妻が	穿いて
思い通りに	なるような
賢夫人に	なれば
夫と	合わなくなる
勢夫と	衝突する
名が	つく
事だが、	増してくる
油のように	あって、
ここにおいて	分ってくる
夫婦が	わかれるんですか
心配だな」と	云った
夫婦は	みんな分れる
今までは	いたのが
組へ	編入される
御代に	生れて
僕などは	いるんだよ
人は	騒ぐが、
続きを	話すと
時	唱道する
個性を	滅すれば
意義を	しめん
陋習に	縛せられて、
高潮度に	達せる
関らず	駆られて、
吾人は	抵抗せざるべからず……」
反対です」と	叩いた
吾々を	慰藉し、
情操を	優美にし、
吾人は	出来ないです
者が	あらわれると、
美は	分れます
表面に	存在する
結構だが、	あきらめるさ
　芸術だって	帰着するのさ
自由と	云う
自由と	云う
芸術なんか	存在出来る
芸術が	繁昌するのは
詩を	読んで
鴛鴦歌を	作ったって
幸いに	生れたから、
人文の	発達した
人々個々おのおの	もってるから、
今でも	あらわれている
小説家中で	あらわれた、
個性の	ある
傾向が	発達して
君の	かいた
私は	思われないんです」
「君が	思われなければ、
「曲覚的かも知れないが」と	出す
人間に	許せば
ニーチェが	担ぎ出すのも
あれが	見えるが、
個性の	発展した
あれを	読むと
それも	あつまるのだから、
愉快が	出てくれば
チェヴィ・チェーズでも	写しても
愉快に	かいてある
事実が	あって、
時代は	行かないよ
